Michaela  ,35.22824208638661
Alma  ,33.384305770764165
Yaeko  ,31.004834835823313
Charise  ,46.83923786997104
Tu  ,41.774384153147516
Cinderella  ,30.291112067288182
Merna  ,92.09344227112042
Marceline  ,35.691761880508764
Mattie  ,32.700524167453224
Aleen  ,62.36551501342147
Adah  ,31.50460762163475
Kyle  ,110.5571815770324
Tory  ,6.56146941172252
Stanley  ,35.42553257645646
Leandro  ,33.35211353137686
Hyun  ,99.4089678125409
Pearl  ,9.334904724229109
Shondra  ,65.17563657228757
Dorthea  ,39.84384297819018
Felica  ,76.47015186417197
Jackelyn  ,16.546016673281226
Pamella  ,34.9861233809025
Patrina  ,56.52543918964991
Caprice  ,91.18277043349924
Maire  ,54.61974791671287
Aisha  ,0.47729033964430956
Lyndsey  ,54.333214914828595
Kindra  ,11.226623249577505
Valentina  ,94.75311053501888
Delmar  ,68.71820799323854
Cecila  ,37.33208414021646
Tomi  ,72.39662516482815
Bulah  ,52.04088764495194
Angelique  ,75.45996541409725
Brigida  ,1.6124196188273876
Shaniqua  ,66.16417778586016
Joie  ,72.65091935248262
Joycelyn  ,80.38398925074752
Shasta  ,48.34727069222451
Ima  ,55.85815909185491
Lilla  ,98.93574705367595
Anika  ,101.4885303587757
Marybeth  ,67.96978579266238
Julie  ,108.48873676839303
Amiee  ,70.59000235348525
Tova  ,58.83353293140433
Nisha  ,71.42740399037412
Judi  ,7.8316045879618486
Anisa  ,38.758282142031696
Weston  ,61.63166638007615
Wilton  ,61.6639972137757
Beverley  ,45.901181700100636
Audra  ,47.553915045195296
Taren  ,50.411247063567146
Bud  ,35.37844876083279
Felix  ,36.84757865198278
Candy  ,54.35757870700603
Brittny  ,81.55419734072635
Enedina  ,80.26188856554732
Roland  ,99.91761010374586
Melodee  ,82.4408080419629
Linn  ,142.70584639692908
Donita  ,63.21415279766241
Samatha  ,59.62794388698238
Beatris  ,18.034744804019287
Sammy  ,88.31684774607153
Andera  ,44.49782771041087
Dorthy  ,55.29177712246499
Russell  ,25.11858251626743
Alda  ,19.416506556330315
Leora  ,106.72035008358486
Diann  ,70.5973026031542
Caterina  ,22.13571373383374
Theressa  ,22.217448787507287
Gregg  ,63.37401840891667
Tameika  ,26.34944498311492
Myrna  ,93.28028958400368
Mamie  ,68.92395860138248
Jacinto  ,98.7035526390096
Barbera  ,67.65142994599755
Roseline  ,78.64443629187487
Jule  ,101.4296707024863
Lura  ,54.71626422646874
Rosanne  ,15.490969599050397
Sunny  ,56.67172409611094
Jaime  ,80.06060046126916
Clarita  ,65.11142044930949
Lajuana  ,99.08237439062036
Trenton  ,79.4348711583922
Michele  ,73.47501913405833
Venetta  ,43.358804639628765
Floyd  ,99.19707464602484
Candi  ,38.05972609703902
Juanita  ,17.320989742268956
Marquis  ,59.679741076154144
Hien  ,55.64961482450003
Shani  ,17.06456288845748
Perry  ,44.45748094940747
Lincoln  ,31.63616314198221
Hipolito  ,99.75709451362577
Katlyn  ,66.81732581526047
Rosendo  ,59.109244100929736
Cristobal  ,5.665946732643279
Carisa  ,96.86200418244876
Evon  ,89.72796838946728
Eura  ,0.8707108250093687
Marvis  ,73.56545475641923
isha  ,95.51090068110514
Ferdinand  ,70.37000202612771
Temple  ,45.21807262937087
Ruthie  ,50.49043184424844
Phyliss  ,46.0901236531126
Norberto  ,77.00370438393101
Janean  ,65.05650803832701
Edwina  ,6.032845778651385
Clair  ,118.10860668102896
Ernestine  ,65.41733252347434
Coleen  ,66.8279827213436
Stefani  ,22.880846229492548
Scot  ,45.709630514050716
Jeane  ,51.53334418209406
Ela  ,91.38889876784998
Anjelica  ,27.9358352994885
Earl  ,92.89459815303886
Brenda  ,53.0062017882034
Aurelio  ,76.13651017372642
Eboni  ,88.47639299503706
Chassidy  ,54.154806422232625
Odelia  ,84.95749124405174
Enrique  ,97.40956726769673
Rasheeda  ,68.56779933274393
Santana  ,3.2060658297813016
Catina  ,9.99513907494517
Ashley  ,96.6450203250176
January  ,96.24998571737522
Alejandrina  ,60.37725262412048
Yoko  ,79.75630201362208
Gabriella  ,85.79978443536356
Sanjuana  ,39.745043588519295
Felicidad  ,97.82602692067279
Chi  ,70.1427407026167
Lavinia  ,45.26526576816921
Quiana  ,44.60153489185862
Selena  ,87.70791336524356
Jolene  ,96.24185003919752
Alleen  ,68.2332349766058
Aracelis  ,63.143463090485085
Morris  ,49.804529476994205
Margit  ,89.22600333989101
Jerald  ,86.47548423068233
Theodore  ,5.890470909712975
Vickie  ,26.48749299336425
Donte  ,82.78616813750752
Marlena  ,49.03716039915976
Keith  ,96.68498638781651
Lyda  ,122.12099856623387
Kimberly  ,22.52018747429807
Jazmin  ,52.20864483116364
Enda  ,13.53530396153979
Hillary  ,12.643596512808198
Malisa  ,49.29430942134434
Kevin  ,53.61362546922283
Inez  ,53.43209605601997
Mendy  ,145.54494226628861
Zulma  ,25.359602127785365
Mui  ,25.900319156320982
Annie  ,51.193342220981286
Jacelyn  ,47.69925319297018
Ligia  ,97.75631619104068
Demarcus  ,22.981594778894177
Leona  ,91.8311729691051
Asa  ,63.78267886681397
Will  ,11.6935319799931
Silvana  ,27.28626224000331
Austin  ,37.36302268084969
Nelson  ,27.626678345158197
Merrilee  ,89.64133946713402
Troy  ,76.03752287171916
Timika  ,14.878389224679523
Angelyn  ,66.38229422811833
Lorinda  ,24.448244713998836
Nicole  ,25.430921397856576
Tonita  ,6.1235778018224885
Cari  ,99.80363085936668
Cecil  ,24.88082274794593
Saul  ,54.97213704554199
Johnathon  ,93.43031757460761
Pearle  ,45.628649807320556
Hyacinth  ,106.48017677356921
Shela  ,22.492208674289593
Betsey  ,72.16813580521324
Elroy  ,4.050591399530146
Eloisa  ,62.1567923717089
Noble  ,97.12035447352736
Hyon  ,23.6303704566749
Sharyl  ,36.66289523599073
Justin  ,44.63985282001279
Stefany  ,68.7045778394037
Evie  ,95.82550734271027
Donya  ,48.5600637333074
Sherill  ,95.32696606298886
Alonso  ,33.818368737119606
Kendall  ,86.10258614892639
Kyra  ,80.24721398564668
Suzann  ,96.48898435362906
Chong  ,18.28988331110817
Noel  ,65.12497507692817
Charline  ,12.586001107417378
Ara  ,3.1792447099354137
Britteny  ,48.819290381898625
Bobbie  ,43.339975878269996
Felipa  ,98.51181809795513
Angila  ,29.455471578368442
Elvis  ,19.09313876076233
Arden  ,98.38128860922131
Leatha  ,83.93849849605111
Floria  ,75.0916873394172
Shelli  ,22.33183233987459
Alex  ,0.057889446920667
Ying  ,73.12834736805762
Elayne  ,32.372246021810845
Pasty  ,10.354989159110517
Ronna  ,55.5778364668492
